Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"IVNS1ABP","Influenza Virus NS1A Binding Protein","Protein Coding","40","GC01M185299","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IVNS1ABP"
"NCR2","Natural Cytotoxicity Triggering Receptor 2","Protein Coding","40","GC06P055384","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCR2"
"SLAMF1","Signaling Lymphocytic Activation Molecule Family Member 1","Protein Coding","40","GC01M160608","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLAMF1"
"SLPI","Secretory Leukocyte Peptidase Inhibitor","Protein Coding","40","GC20M045252","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLPI"
"SERPINB1","Serpin Family B Member 1","Protein Coding","40","GC06M002833","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB1"
"SERPINA7","Serpin Family A Member 7","Protein Coding","40","GC0XM106032","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA7"
"LMOD3","Leiomodin 3","Protein Coding","39","GC03M069156","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMOD3"
"ICOSLG","Inducible T Cell Costimulator Ligand","Protein Coding","39","GC21M044222","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICOSLG"
"SLC52A3","Solute Carrier Family 52 Member 3","Protein Coding","39","GC20M000741","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC52A3"
"CCL22","C-C Motif Chemokine Ligand 22","Protein Coding","38","GC16P057359","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL22"
"NCR1","Natural Cytotoxicity Triggering Receptor 1","Protein Coding","38","GC19P054906","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCR1"
"BOLA3","BolA Family Member 3","Protein Coding","38","GC02M074136","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOLA3"
"TBL1X","Transducin Beta Like 1 X-Linked","Protein Coding","38","GC0XP009463","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL1X"
"PIWIL4","Piwi Like RNA-Mediated Gene Silencing 4","Protein Coding","38","GC11P094543","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIWIL4"
"HYDIN","HYDIN Axonemal Central Pair Apparatus Protein","Protein Coding","37","GC16M070849","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYDIN"
"DEFB4A","Defensin Beta 4A","Protein Coding","37","GC08P007895","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB4A"
"ACKR1","Atypical Chemokine Receptor 1 (Duffy Blood Group)","Protein Coding","37","GC01P159203","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACKR1"
"KLHL40","Kelch Like Family Member 40","Protein Coding","37","GC03P042685","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL40"
"LACTB","Lactamase Beta","Protein Coding","36","GC15P077630","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LACTB"
"TRMT10C","TRNA Methyltransferase 10C, Mitochondrial RNase P Subunit","Protein Coding","36","GC03P101561","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT10C"
"PAGR1","PAXIP1 Associated Glutamate Rich Protein 1","Protein Coding","34","GC16P032379","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAGR1"
"HMGXB3","HMG-Box Containing 3","Protein Coding","33","GC05P150000","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGXB3"
"ERVW-1","Endogenous Retrovirus Group W Member 1, Envelope","Protein Coding","33","GC07M092468","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERVW-1"
"SELENON","Selenoprotein N","Protein Coding","33","GC01P025800","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENON"
"CNST","Consortin, Connexin Sorting Protein","Protein Coding","31","GC01P246566","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNST"
"LUZP6","Leucine Zipper Protein 6","Protein Coding","22","GC07M135927","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUZP6"
"MIR126","MicroRNA 126","RNA Gene","22","GC09P136670","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126"
"MIR122","MicroRNA 122","RNA Gene","21","GC18P058451","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR122"
"MIR99A","MicroRNA 99a","RNA Gene","21","GC21P016539","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR99A"
"MIR100","MicroRNA 100","RNA Gene","20","GC11M122152","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR100"
"MIR191","MicroRNA 191","RNA Gene","20","GC03M049438","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR191"
"MIR221","MicroRNA 221","RNA Gene","20","GC0XM045746","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR221"
"SAA2-SAA4","SAA2-SAA4 Readthrough","Protein Coding","19","GC11M018233","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAA2-SAA4"
"MIR365A","MicroRNA 365a","RNA Gene","18","GC16P014309","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR365A"
"RN7SL2","RNA Component Of Signal Recognition Particle 7SL2","RNA Gene","18","GC14M049923","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SL2"
"RN7SL1","RNA Component Of Signal Recognition Particle 7SL1","RNA Gene","18","GC14P049657","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SL1"
"SNORD15B","Small Nucleolar RNA, C/D Box 15B","RNA Gene","18","GC11P075404","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD15B"
"FAM66D","Family With Sequence Similarity 66 Member D","RNA Gene","17","GC08P012115","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM66D"
"MIR486-1","MicroRNA 486-1","RNA Gene","16","GC08M041660","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR486-1"
"TTN-AS1","TTN Antisense RNA 1","RNA Gene","16","GC02P178521","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTN-AS1"
"SNORD100","Small Nucleolar RNA, C/D Box 100","RNA Gene","16","GC06P132816","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD100"
"RNY4","RNA, Ro60-Associated Y4","RNA Gene","15","GC07P148963","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNY4"
"RN7SL3","RNA Component Of Signal Recognition Particle 7SL3","RNA Gene","15","GC14M049912","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SL3"
"LINC02258","Long Intergenic Non-Protein Coding RNA 2258","RNA Gene","10","GC12P087796","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02258"
"SKAP1-AS1","SKAP1 Antisense RNA 1","RNA Gene","9","GC17P048186","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKAP1-AS1"
"LOC101927055","Uncharacterized LOC101927055","RNA Gene","8","GC02P178776","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927055"
"ENSG00000259268","","RNA Gene","8","GC15M063456","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000259268"
"ENSG00000199411","","RNA Gene","8","GC09P137094","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000199411"
"ENSG00000202479","","RNA Gene","8","GC02M024972","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000202479"
"ENSG00000202198","","RNA Gene","7","GC06P055509","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000202198"
"ENSG00000195401","","RNA Gene","5","GC10M068735","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000195401"
"DDIT4-AS1","DDIT4 Antisense RNA 1","RNA Gene","4","GC10U902890","0.895136713981628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDIT4-AS1"
"CTSB","Cathepsin B","Protein Coding","51","GC08M011842","0.878248691558838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSB"
"KPNA2","Karyopherin Subunit Alpha 2","Protein Coding","46","GC17P068035","0.878248691558838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA2"
"YWHAQ","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Theta","Protein Coding","48","GC02M009583","0.867430627346039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAQ"
"PTBP1","Polypyrimidine Tract Binding Protein 1","Protein Coding","43","GC19P000797","0.833397150039673","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTBP1"
"PIKFYVE","Phosphoinositide Kinase, FYVE-Type Zinc Finger Containing","Protein Coding","48","GC02P208266","0.823132932186127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIKFYVE"
"TPCN2","Two Pore Segment Channel 2","Protein Coding","39","GC11P069066","0.823132932186127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPCN2"
"ZC3HAV1","Zinc Finger CCCH-Type Containing, Antiviral 1","Protein Coding","38","GC07M139044","0.823132932186127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3HAV1"
"LY6E","Lymphocyte Antigen 6 Family Member E","Protein Coding","40","GC08P143017","0.817268192768097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY6E"
"NT5E","5'-Nucleotidase Ecto","Protein Coding","52","GC06P085449","0.796387910842896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5E"
"SERPINE1","Serpin Family E Member 1","Protein Coding","51","GC07P101127","0.796387910842896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE1"
"ENTPD1","Ectonucleoside Triphosphate Diphosphohydrolase 1","Protein Coding","47","GC10P095711","0.796387910842896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTPD1"
"CASP8","Caspase 8","Protein Coding","52","GC02P201233","0.755451679229736","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8"
"NEFL","Neurofilament Light Chain","Protein Coding","47","GC08M024950","0.755451679229736","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFL"
"SIGLEC1","Sialic Acid Binding Ig Like Lectin 1","Protein Coding","41","GC20M003686","0.755451679229736","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC1"
"FUT3","Fucosyltransferase 3 (Lewis Blood Group)","Protein Coding","44","GC19M005843","0.751304686069489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT3"
"NFE2L2","Nuclear Factor, Erythroid 2 Like 2","Protein Coding","50","GC02M177227","0.708986937999725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2"
"GC","GC Vitamin D Binding Protein","Protein Coding","44","GC04M071741","0.708986937999725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC"
"KPNA1","Karyopherin Subunit Alpha 1","Protein Coding","42","GC03M122421","0.708986937999725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA1"
"NTNG1","Netrin G1","Protein Coding","41","GC01P107140","0.708986937999725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTNG1"
"CIITA","Class II Major Histocompatibility Complex Transactivator","Protein Coding","45","GC16P010879","0.707774996757507","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIITA"
"EZH2","Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit","Protein Coding","54","GC07M148807","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2"
"TP53","Tumor Protein P53","Protein Coding","54","GC17M007661","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53"
"AXL","AXL Receptor Tyrosine Kinase","Protein Coding","52","GC19P041219","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXL"
"CSNK2A1","Casein Kinase 2 Alpha 1","Protein Coding","52","GC20M000472","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A1"
"PSEN1","Presenilin 1","Protein Coding","52","GC14P073136","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN1"
"PRKAR1A","Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha","Protein Coding","52","GC17P068545","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR1A"
"CALR","Calreticulin","Protein Coding","51","GC19P012938","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR"
"SLC1A3","Solute Carrier Family 1 Member 3","Protein Coding","51","GC05P036620","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A3"
"CAPN1","Calpain 1","Protein Coding","50","GC11P065300","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN1"
"ABCC1","ATP Binding Cassette Subfamily C Member 1","Protein Coding","50","GC16P015949","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC1"
"TPM1","Tropomyosin 1","Protein Coding","50","GC15P078910","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM1"
"STK4","Serine/Threonine Kinase 4","Protein Coding","50","GC20P044966","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK4"
"MYH9","Myosin Heavy Chain 9","Protein Coding","50","GC22M036281","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH9"
"RAD50","RAD50 Double Strand Break Repair Protein","Protein Coding","50","GC05P132556","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD50"
"P4HB","Prolyl 4-Hydroxylase Subunit Beta","Protein Coding","50","GC17M081843","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HB"
"MARK3","Microtubule Affinity Regulating Kinase 3","Protein Coding","49","GC14P103385","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK3"
"GSN","Gelsolin","Protein Coding","49","GC09P121201","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN"
"USP7","Ubiquitin Specific Peptidase 7","Protein Coding","49","GC16M008892","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP7"
"TFRC","Transferrin Receptor","Protein Coding","49","GC03M196027","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFRC"
"STIM1","Stromal Interaction Molecule 1","Protein Coding","49","GC11P003855","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STIM1"
"GPHN","Gephyrin","Protein Coding","48","GC14P066507","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPHN"
"KEAP1","Kelch Like ECH Associated Protein 1","Protein Coding","48","GC19M010486","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KEAP1"
"GATA6","GATA Binding Protein 6","Protein Coding","48","GC18P022169","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA6"
"ERCC3","ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit","Protein Coding","48","GC02M127257","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC3"
"ATP7B","ATPase Copper Transporting Beta","Protein Coding","48","GC13M051930","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP7B"
"ALDH7A1","Aldehyde Dehydrogenase 7 Family Member A1","Protein Coding","48","GC05M126541","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH7A1"
"UBE3A","Ubiquitin Protein Ligase E3A","Protein Coding","48","GC15M025333","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3A"
"TXNRD1","Thioredoxin Reductase 1","Protein Coding","48","GC12P104215","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD1"
"SPTLC2","Serine Palmitoyltransferase Long Chain Base Subunit 2","Protein Coding","48","GC14M077505","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC2"
"SMAD2","SMAD Family Member 2","Protein Coding","48","GC18M047809","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD2"
"GALNT2","Polypeptide N-Acetylgalactosaminyltransferase 2","Protein Coding","47","GC01P230057","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT2"
"HSD17B4","Hydroxysteroid 17-Beta Dehydrogenase 4","Protein Coding","47","GC05P119452","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B4"
"FHL2","Four And A Half LIM Domains 2","Protein Coding","47","GC02M105357","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL2"
"FANCD2","FA Complementation Group D2","Protein Coding","47","GC03P010026","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCD2"
"ATP6V1B2","ATPase H+ Transporting V1 Subunit B2","Protein Coding","47","GC08P020197","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1B2"
"ZBTB16","Zinc Finger And BTB Domain Containing 16","Protein Coding","47","GC11P114059","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB16"
"STK3","Serine/Threonine Kinase 3","Protein Coding","47","GC08M098372","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK3"
"SUCLA2","Succinate-CoA Ligase ADP-Forming Subunit Beta","Protein Coding","47","GC13M047745","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLA2"
"SLC27A4","Solute Carrier Family 27 Member 4","Protein Coding","47","GC09P128340","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A4"
"PDK1","Pyruvate Dehydrogenase Kinase 1","Protein Coding","47","GC02P172555","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK1"
"NME1","NME/NM23 Nucleoside Diphosphate Kinase 1","Protein Coding","47","GC17P051154","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME1"
"LATS1","Large Tumor Suppressor Kinase 1","Protein Coding","46","GC06M149658","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LATS1"
"IGF2R","Insulin Like Growth Factor 2 Receptor","Protein Coding","46","GC06P159969","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2R"
"LMAN1","Lectin, Mannose Binding 1","Protein Coding","46","GC18M059327","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMAN1"
"TCF3","Transcription Factor 3","Protein Coding","46","GC19M001609","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF3"
"STUB1","STIP1 Homology And U-Box Containing Protein 1","Protein Coding","46","GC16P005516","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STUB1"
"PLOD3","Procollagen-Lysine,2-Oxoglutarate 5-Dioxygenase 3","Protein Coding","46","GC07M101205","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD3"
"SLC19A2","Solute Carrier Family 19 Member 2","Protein Coding","46","GC01M169463","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC19A2"
"MYH14","Myosin Heavy Chain 14","Protein Coding","46","GC19P050192","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH14"
"NNT","Nicotinamide Nucleotide Transhydrogenase","Protein Coding","46","GC05P043668","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NNT"
"ATP6AP2","ATPase H+ Transporting Accessory Protein 2","Protein Coding","45","GC0XP040582","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6AP2"
"MARK2","Microtubule Affinity Regulating Kinase 2","Protein Coding","45","GC11P063838","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK2"
"HERC2","HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase 2","Protein Coding","45","GC15M028111","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC2"
"NKX2-5","NK2 Homeobox 5","Protein Coding","45","GC05M173232","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-5"
"FADS2","Fatty Acid Desaturase 2","Protein Coding","45","GC11P061792","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2"
"ATP2B4","ATPase Plasma Membrane Ca2+ Transporting 4","Protein Coding","45","GC01P203626","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2B4"
"ATP2C1","ATPase Secretory Pathway Ca2+ Transporting 1","Protein Coding","45","GC03P130850","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2C1"
"ATP2B1","ATPase Plasma Membrane Ca2+ Transporting 1","Protein Coding","45","GC12M089588","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2B1"
"B3GAT3","Beta-1,3-Glucuronyltransferase 3","Protein Coding","45","GC11M069250","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GAT3"
"BAG3","BAG Cochaperone 3","Protein Coding","45","GC10P119651","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG3"
"MYO5B","Myosin VB","Protein Coding","45","GC18M049822","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO5B"
"TFG","Trafficking From ER To Golgi Regulator","Protein Coding","45","GC03P100709","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFG"
"PLAA","Phospholipase A2 Activating Protein","Protein Coding","45","GC09M026903","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAA"
"PPP2R2A","Protein Phosphatase 2 Regulatory Subunit Balpha","Protein Coding","45","GC08P026292","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2A"
"PPM1A","Protein Phosphatase, Mg2+/Mn2+ Dependent 1A","Protein Coding","45","GC14P060245","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1A"
"PEX1","Peroxisomal Biogenesis Factor 1","Protein Coding","45","GC07M092487","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX1"
"NSF","N-Ethylmaleimide Sensitive Factor, Vesicle Fusing ATPase","Protein Coding","45","GC17P046590","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSF"
"RAD23B","RAD23 Homolog B, Nucleotide Excision Repair Protein","Protein Coding","45","GC09P107283","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD23B"
"MYO5A","Myosin VA","Protein Coding","45","GC15M067802","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO5A"
"PABPN1","Poly(A) Binding Protein Nuclear 1","Protein Coding","45","GC14P026483","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PABPN1"
"SAE1","SUMO1 Activating Enzyme Subunit 1","Protein Coding","45","GC19P047115","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAE1"
"ACAD9","Acyl-CoA Dehydrogenase Family Member 9","Protein Coding","44","GC03P131450","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD9"
"ACADL","Acyl-CoA Dehydrogenase Long Chain","Protein Coding","44","GC02M210187","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACADL"
"LAP3","Leucine Aminopeptidase 3","Protein Coding","44","GC04P017578","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAP3"
"LGALS1","Galectin 1","Protein Coding","44","GC22P037675","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1"
"FUT8","Fucosyltransferase 8","Protein Coding","44","GC14P065411","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT8"
"FXR1","FMR1 Autosomal Homolog 1","Protein Coding","44","GC03P180868","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXR1"
"DNAJB1","DnaJ Heat Shock Protein Family (Hsp40) Member B1","Protein Coding","44","GC19M014514","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1"
"CUX1","Cut Like Homeobox 1","Protein Coding","44","GC07P101815","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUX1"
"AMFR","Autocrine Motility Factor Receptor","Protein Coding","44","GC16M056361","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMFR"
"ABCB7","ATP Binding Cassette Subfamily B Member 7","Protein Coding","44","GC0XM075053","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB7"
"ELOVL5","ELOVL Fatty Acid Elongase 5","Protein Coding","44","GC06M053240","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOVL5"
"EIF3F","Eukaryotic Translation Initiation Factor 3 Subunit F","Protein Coding","44","GC11P007966","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3F"
"EIF2B1","Eukaryotic Translation Initiation Factor 2B Subunit Alpha","Protein Coding","44","GC12M123620","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2B1"
"RNASEH1","Ribonuclease H1","Protein Coding","44","GC02M003544","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH1"
"TRIM32","Tripartite Motif Containing 32","Protein Coding","44","GC09P116687","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM32"
"TIMM8A","Translocase Of Inner Mitochondrial Membrane 8A","Protein Coding","44","GC0XM101345","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM8A"
"TOLLIP","Toll Interacting Protein","Protein Coding","44","GC11M001274","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOLLIP"
"STT3B","STT3 Oligosaccharyltransferase Complex Catalytic Subunit B","Protein Coding","44","GC03P031550","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STT3B"
"PTPN13","Protein Tyrosine Phosphatase Non-Receptor Type 13","Protein Coding","44","GC04P086594","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN13"
"PEX14","Peroxisomal Biogenesis Factor 14","Protein Coding","44","GC01P010472","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX14"
"PIGK","Phosphatidylinositol Glycan Anchor Biosynthesis Class K","Protein Coding","44","GC01M077088","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGK"
"MYO1E","Myosin IE","Protein Coding","44","GC15M059132","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1E"
"PSMD9","Proteasome 26S Subunit, Non-ATPase 9","Protein Coding","44","GC12P123591","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD9"
